Question,Answer
Yeah. /,Uh-huh. /
"It comes up from, {F uh, } Miami --","{C And, }  {F uh, } <noise> he went on to tell us how they happened to catch this guy  /"
yeah. /,Yeah. /
Okay. /,That's right. /
{C And } I feel it's just pride of why they keep trying to push it on us.   /,I saw that on Hard Copy <laughter>. /
# That # you are going to let them make. /,I want to see AWAKENING. /
I'm the same way.  /,Cause I just watch them over and over again. /
Uh-huh. /,"Yeah,  /"
"Yes,  /","[ {C And, } + {C and } ] I don't, - /"
"-- {C and } she, {F um, } is a world  champion twirler -- /","{C and } before that I also had an Accord,  /"
"No,  /","[ {C and, } + {C and } ] you really would have to be a dream car because the repair bills are supposedly just constant, {D you know. } /"
"{C And, } {D you know, } facing that situation, [ it's, + it's ]  quite a dilemma. /",He has come back a couple of times.  /
"[ if you had, + if you were ] a teacher. Then, {D you know, } that was it, until the kids were little. /",he was just  kind of walking around. /
{C so. } -/,"{D Well, } I enjoyed talking with you. /"
more. /,# [ They # -- +
Yeah.  /,"{C and, } -/"
"Yeah,  /",Excuse me? /
# and those ones # that you couldn't really  care about so much but you get the day off anyhow. /,"# Somehow, # -/"
"No,  /",{D Well } that's what my friend did. /
"No,  /","[ that, +  that ] was a real good one. /"
{C and } the kids just love him. /,"{F Oh, } yeah.  /"
"I guess.  I'm going to quit as soon as [ school, + the school ] season's over.  /",No. /
"No,  /",Yeah. /
"{C and } we have to worry about, {F uh, }   maybe people are becoming [ more aware, + [ more, + more ] afraid ]  of --",Uh-huh. /
You've been through the fun part <laughter>. /,"{E I mean, } I'm sure when you make your appointment and go by, everybody puts on a happy face, {F um, }  /"
# Yeah. # /,Uh-huh. /
"No,  /",or ] just keeping my arm wrong. /
<breathing> {F Oh } that's terrible. /,"{C and } this, - /"
"the magazines and all those things are doing the ratings now and  everything,  /","{C And }  it, [ that's + ] works well  because you can design it [ to, +  to ] suit whatever equipment you have  /"
"{D Well, } you're going to have lots of pets  with your children <laughter> growing up. /","{F Uh, } the only advice I give you on college would be, there's a lot of scholarship money out there.  /"
Huh. /,# Yeah.  # /
"-- but, {F uh, } maybe some what they call brim --",Oh. /
"{F Oh, } yeah. /","and I don't think people probably think those things consciously, /"
-- about two thirds of an acre.  /,"A few,  /"
It's a part of the cow that they used to throw away. /,"Right,  /"
Uh-huh. /,"# {D You know, } # {C so } [ they're really, + they're really ] moving them along  /"
No play. /,"{C and } just the photos I have of it and gosh, incredible and be so close, /"
"{F Uh, } oh. /",Is that right? /
"{C so, } when I bake it's usually to take out for something. /",{C And } you get up there  /
"{C But } now that they've all sort of moved off, -/",Uh-huh. /
"{C But, } {F um, } as far as that goes, {D like } we play games,  /",Uh-huh. /
"{C so, } -/","{C and } it's beautiful,  /"
"{C and } [ it was, + it was, ]  the school district couldn't hire many people,  /","[ I, + I've ] seen the same thing  /"
{C So } I think it's a good idea  /,"{F Uh, } at, {F uh, } it's T C J C.  /"
Yep. /,"Yeah,  /"
"-- {D you know, } it's a little disturbing  the violence in these films,  /",sorry I did not have ice cream to fall back on. /
"-- {C and } they sent somebody in,  /",Uh-huh. /
"-- lots of vegetables,","I'll be fifty-seven in June,  /"
"by Friday night I just want to crash, {D you know, }  /",It just makes the whole place seem like that. /
"<Laughter> {F Oh, } gosh.  /","[ [ I, + I, ] + I ] would think, {E I mean, } [ [ a, + a, ] +  a ] base ten system as compared to a base twelve system --"
Great. /,-- FORTY-EIGHT # HOURS. # /
"((   ))  <<inserted by J J G, transcriber left a blank turn>>.",I don't know if you've seen those advertised on T V. /
"This is, - /","-- [ so + and ] keep his power,  /"
"Which is, I think, what they also don't know.  /",Uh-huh. /
"Did you, {F uh, } require more than one can of paint? /","{E I mean, } the two that I know obviously are not in teaching  /"
"Ret-, {F oh, } - /","no,  /"
-- too.  /,"{D So, } -/"
"It's not, {F uh, } any porcelain at all. /","{C And } that way, {D you know, } you don't get near  enough [ as, + as ] much as you bought it for,  /"
Right. /,"{C And } [ it's, + it's ] very possible for them to go down in the future because of this. /"
{C And } it's a small office that she works in -- /,# Yes. # /
Uh-huh.  /,"Two cats,  /"
</Laughter>.,{C So. } -/
{D well } there's good cholesterol and there's bad cholesterol. /,"[ they, +  they, ] - /"
"{C And, }  {F uh, } I really did enjoy that.  /",<Laughter>.
Yeah.  /,"{F uh, } we were coming in  /"
<Laughter>.,walk out <laughter>. /
they talk about these different levels and stuff  /,"let's see,  /"
I was going to pick up my daughter.  /,{C and } my husband liked it better than he did Hawaii. /
"Right,  /",Sure. /
"Yeah,  /",-- {C and } when you're ready to get another car just pay cash for it. /
"[  There was a, + there was a ] case about two years ago --","{C or, } -/"
what was the results there. -/,"{C But } I can't do it, {D you know, } working full-time  /"
"{D you know } some people on the case [ were, + were  ] a little hesitant on convicting him on some of the charges  /","And so, so I'd go out on dates where they would teach me how to drive this car. /"
Yes.  /,"Yeah,  /"
"And so the result is that, uh, - /","{D well, } I don't know I want to trust them  /"
<talking> {F Huh. } /,"{C and } finally they, {F uh, } carried her, {F uh, } out into the courtyard [ [ to, +  to, ] +   either really to ] shoot her or to go through the motions [ of, +  of ] shooting her, {F uh, }  [ with by firing, +  {E or, } {D you know, } executing her by firing ] squad. /"
"whether it's domestic or international, - /",{C but } I do enjoy doing it. /
"{F Uh, } {D well, } computer science and cognitive science. /","{C and } we really couldn't,  {F uh, } afford the payments on a used car,  /"
"{F Oh, } is he teaching speech pathology there? /",# Oh.  # /
I keep hoping to win the lottery where I can do all these things.  {D You know. } /,Where do you go? /
"Say you did, {F uh, } starters and bendix springs  such as that on an old one. /",You would have  /
"<breathing> I guess the judge's time is worth too much, though. /",Oh. /
"yeah, /","that's, -/"
uh-huh. /,# {E or } steel curtain. ] # /
I still believe I get very fed up with government  sometimes  /,"# {C But } [ you kn-, + # you know ]  what's really funny is that [ they, + there's ] been some research, because [ I'm a, +"
"Look at [ the, + the ] Smith trial. /","I, - /"
that's really good. /,Uh-huh. /
{C but } I will do it. /,"{C and } you try to sort them out, {F uh, }  /"
"{D Well, } that's what ours did, same thing. /",Uh-huh. /
"{C And, } she stayed home and raised her kids  /",-- it's harder --
"{D Well, } [ it, +",Uh-huh. /
Uh-huh. /,Right. /
"[  I, + {F uh, } I ] wish I had more time to play  /",Yeah. /
Uh-huh. /,"{D Well, } that's good to know. /"
"you can  never count the Celtics out # when Larry  Bird's, #",Uh-huh.  /
"# [ [ I think + I-, # ] +",<Throat_clearing> Yeah.  /
"{C so } we like seafood, too.  /",Sure. /
Yeah. /,Yeah. /
# Yeah.  /,you probably wouldn't have a pretty good list. /
Uh-huh. /,advertising on that kind of stuff. /
"No,  /","{D Well, } I can't say we never have.  /"
<Clicking>.,"-- {C and, }  {F um, } I think it was really hard [ to, + {F um, } to ] pick the right, {F uh, } day care or preschool or Mother's Day Out.  /"
Uh-huh. /,{C But } I know some people thrive on it <laughter>.  /
exactly. /,-- and everything  /
"I hate, -/","you hate to say that,  /"
"Sometimes, {D like } the secretaries might -- /","Yeah,  /"
I don't blame you. /,Uh-huh. /
could you hold on?  /,"{D Well, } it's been very nice talking with you. /"
"{F Um, } we were just watering all the time.  /",Huh-uh. /
"I was thinking of,  {D like, }  {F uh, } - /",I've never had one that I could keep in the house before and tolerate it <laughter>. /
"{C and } the first thing [ the, + the ] old guy there  at the stand asked is what part of town we lived in because he said, {F uh, } [ I've got, + I've got ]  a dozen different varieties  /","okay,  /"
"{C so, } # I # --","Did you do the diagnosis, or was it just an assumption that that's probably the part that failed? /"
"Yeah,  /","{D Now, } [ I, + I'd ] like to see them back up there again.  /"
Okay. /,"{C and } I know when I was younger it was all the Presidents, and still all the  Presidents are men,  /"
{C and } your wife's folks still live in Colorado? /,yeah. /
I'm not sure.  /,"It's, i-, - /"
"{D Well, } {F uh, } this is a friend's party  /","{F Uh, } I haven't seen it in years,  /"
"# {C And, } {F uh, } # {C but } it, - /",{C but } I don't own one of those either <laughter>. /
"[ one, + one ] --",# The Soviet # space # exhibit? # /
"[ I, + they ] say, you should not look at the expense of the college when you are looking. /","-- {F uh, } {D you know, } be aware of that. /"
{F Um. } /,"{C And, } {F uh, } there isn't any sort of overall accountability,  /"
"{C But } then you started looking at the, {F uh, } {F uh, } - /","{C and, } {F uh, } -/"
Right. /,Uh-huh. /
"{C and } I was down in the water [ and, +   and ] set to go  /","{C So } [ you're in, + you're in ] favor of capital punishment, then. /"
"{D Well, } that's good. /","{C and, } {F um, } you put stuffing and put poached apples and  everything  /"
"-- # [ they're, # +","[ an, + ] {C and } the way the law reads, {F uh, } if they sentence you to life in prison, then he's available for parole.  /"
-- {C and } they don't have rehearsals during that time period. /,# Bye. #  /
Right. /,"{F Oh, } yeah. /"
"I, you know, Florida doesn't seem to be, at least maybe Miami, - /",he'll be a year old in January. /
# we # will watch a little bit of a golf tournament.  /,"{D Well, } what kind of music do you not like? /"
my concern would be everyone seems to have an answering  machine  /,Yeah. /
"{D like }  from now on all licenses would have that,",{F Um. }  /
(( Amen )) . /,Yeah. /
"{C And, } {F uh, } it was kind of like just about [ their, +",Yeah. /
have just come back and was doing consulting work. /,"{E I mean } you've got a  little place on one side or the other,  /"
{C so }  there isn't as much wood that has to be painted.   /,"[ {C and, } + {C and } ] I did a quilt,  /"
Sure. /,Yeah. /
Right. /,"# had # that delivered and,"
Uh-huh.  /,Uh-huh. /
Uh-huh. /,I've got a small jam box in my bathroom.  /
"{C and, }","{C Because } if you could not go there anytime,  then that would make you,"
{C And } people don't want to give it up -- /,"-- the lot and, {F uh, } had an architect draw the plans based on our specifications -- /"
the thing about Gorbachev strikes that he wouldn't be that dumb <laughter>.  /,If we actually pull it out and keep it in a safe here. /
"{C But } [ if, + if ] I used a lot of can goods and I do use a lot of laundry detergent and a lot of plastic bottles, I would think that [ I wou-, + I would ] have a recycling center.  /","{C And, }  {D okay, } [ this, + this ]  candidate # tells # --"
{C And } you? /,"I always worry about [ the, + the ] classical thing that you see on T V,  where the drug pushers give it to the kids for free, {D you know, } and get them sucked in,  /"
"I didn't see, /","{E I mean } [ [ it's, + it was, ] +   it was ] advertised over a period of about ninety days. /"
I needed to sort of learn the ropes.  /,"Yeah,  /"
no. /,"I believe that one,  /"
"{C But, }   I know that it's got to have a radio, it's got to have air conditioning, <laughter>,  /","Yeah,  /"
# Right. # /   *[[slash error should be 'aa']],"in fact, we stayed there on our honeymoon,  /"
"{E I mean, } {D you know, } at some point a parent does help their kid, [ but + ]  [ in, + in  ] some ways,  /",Oh <laughter>. /
"{C But, } he thought ROBIN HOOD was great.  /",{F Oh } yeah  /
